"Date";"D0";"Value"
"2020-08-13";"H1";"-0.71281"
"2020-08-13";"H2";"-0.70672"
"2020-08-13";"H3";"-0.70679"
"2020-08-13";"H4";"-0.7115"
"2020-08-13";"H5";"-0.70333"
"2020-08-14";"H0";"-0.70552"
"2020-08-14";"H6";"-0.7005"
"2020-08-14";"H7";"-0.6762"
"2020-08-14";"H8";"-0.6855"
"2020-08-14";"H1";"-0.70618"
"2020-08-14";"H2";"-0.71479"
"2020-08-14";"H3";"-0.70609"
"2020-08-14";"H4";"-0.71021"
"2020-08-14";"H5";"-0.705"
"2020-08-17";"H0";"-0.70427"
"2020-08-17";"H6";"-0.7009"
"2020-08-17";"H7";"-0.6771"
"2020-08-17";"H8";"-0.6855"
"2020-08-17";"H1";"-0.70426"
"2020-08-17";"H2";"-0.71056"
"2020-08-17";"H3";"-0.71275"
"2020-08-17";"H4";"-0.70868"
"2020-08-17";"H5";"-0.705"
"2020-08-18";"H0";"-0.70376"
"2020-08-18";"H6";"-0.701"
"2020-08-18";"H7";"-0.6776"
"2020-08-18";"H8";"-0.6855"
"2020-08-18";"H1";"-0.70815"
"2020-08-18";"H2";"-0.70352"
"2020-08-18";"H3";"-0.70523"
"2020-08-18";"H4";"-0.71506"
"2020-08-18";"H5";"-0.706"
"2020-08-19";"H0";"-0.70282"
"2020-08-19";"H6";"-0.702"
"2020-08-19";"H7";"-0.6781"
"2020-08-19";"H8";"-0.6855"
"2020-08-19";"H1";"-0.70822"
"2020-08-19";"H2";"-0.70716"
"2020-08-19";"H3";"-0.7056"
"2020-08-19";"H4";"-0.71179"
"2020-08-19";"H5";"-0.70208"
"2020-08-20";"H0";"-0.70374"
"2020-08-20";"H6";"-0.7024"
"2020-08-20";"H7";"-0.6784"
"2020-08-20";"H8";"-0.6856"
"2020-08-20";"H1";"-0.70562"
"2020-08-20";"H2";"-0.70268"
"2020-08-20";"H3";"-0.70338"
"2020-08-20";"H4";"-0.71041"
"2020-08-20";"H5";"-0.70542"
"2020-08-21";"H0";"-0.7028"
"2020-08-21";"H6";"-0.703"
"2020-08-21";"H7";"-0.6795"
"2020-08-21";"H8";"-0.6857"
"2020-08-21";"H1";"-0.70251"
"2020-08-21";"H2";"-0.71519"
"2020-08-21";"H3";"-0.70873"
"2020-08-21";"H4";"-0.70876"
"2020-08-21";"H5";"-0.70542"
"2020-08-24";"H0";"-0.70447"
"2020-08-24";"H6";"-0.7032"
"2020-08-24";"H7";"-0.6805"
"2020-08-24";"H8";"-0.6856"
"2020-08-24";"H1";"-0.70557"
"2020-08-24";"H2";"-0.70625"
"2020-08-24";"H3";"-0.71016"
"2020-08-24";"H4";"-0.7112"
"2020-08-24";"H5";"-0.73103"
"2020-08-25";"H0";"-0.70468"
"2020-08-25";"H6";"-0.7032"
"2020-08-25";"H7";"-0.681"
"2020-08-25";"H8";"-0.6856"
"2020-08-25";"H1";"-0.70744"
"2020-08-25";"H2";"-0.70771"
"2020-08-25";"H3";"-0.70608"
"2020-08-25";"H4";"-0.71068"
"2020-08-25";"H5";"-0.70667"
"2020-08-26";"H0";"-0.7051"
"2020-08-26";"H6";"-0.7038"
"2020-08-26";"H7";"-0.6815"
"2020-08-26";"H8";"-0.6855"
"2020-08-26";"H1";"-0.70607"
"2020-08-26";"H2";"-0.70983"
"2020-08-26";"H3";"-0.71333"
"2020-08-26";"H4";"-0.71269"
"2020-08-26";"H5";"-0.70633"
"2020-08-27";"H0";"-0.70536"
"2020-08-27";"H6";"-0.7039"
"2020-08-27";"H7";"-0.682"
"2020-08-27";"H8";"-0.6855"
"2020-08-27";"H1";"-0.70367"
"2020-08-27";"H2";"-0.70521"
"2020-08-27";"H3";"-0.70884"
"2020-08-27";"H4";"-0.71062"
"2020-08-27";"H5";"-0.70694"
"2020-08-28";"H0";"-0.70581"
"2020-08-28";"H6";"-0.7042"
"2020-08-28";"H7";"-0.6829"
"2020-08-28";"H8";"-0.6856"
"2020-08-28";"H1";"-0.70353"
"2020-08-28";"H2";"-0.70444"
"2020-08-28";"H3";"-0.70818"
"2020-08-28";"H4";"-0.70979"
"2020-08-28";"H5";"-0.70556"
"2020-08-31";"H0";"-0.70568"
"2020-08-31";"H6";"-0.7043"
"2020-08-31";"H7";"-0.6842"
"2020-08-31";"H8";"-0.6855"
"2020-08-31";"H1";"-0.70706"
"2020-08-31";"H2";"-0.70625"
"2020-08-31";"H3";"-0.70818"
"2020-08-31";"H4";"-0.71325"
"2020-08-31";"H5";"-0.70917"
"2020-09-01";"H0";"-0.70568"
"2020-09-01";"H6";"-0.7043"
"2020-09-01";"H7";"-0.6845"
"2020-09-01";"H8";"-0.6856"
"2020-09-01";"H1";"-0.70565"
"2020-09-01";"H2";"-0.70485"
"2020-09-01";"H3";"-0.72283"
"2020-09-01";"H4";"-0.7116"
"2020-09-01";"H5";"-0.71"
"2020-09-02";"H0";"-0.70631"
"2020-09-02";"H6";"-0.7044"
"2020-09-02";"H7";"-0.685"
"2020-09-02";"H8";"-0.6856"
"2020-09-02";"H1";"-0.70547"
"2020-09-02";"H2";"-0.70948"
"2020-09-02";"H3";"-0.70818"
"2020-09-02";"H4";"-0.72425"
"2020-09-02";"H5";"-0.71"
"2020-09-03";"H0";"-0.70615"
"2020-09-03";"H6";"-0.7044"
"2020-09-03";"H7";"-0.6855"
"2020-09-03";"H8";"-0.6856"
"2020-09-03";"H1";"-0.70602"
"2020-09-03";"H2";"-0.70778"
"2020-09-03";"H3";"-0.705"
"2020-09-03";"H4";"-0.71"
"2020-09-03";"H5";"-0.71"
"2020-09-04";"H0";"-0.70623"
"2020-09-04";"H6";"-0.7046"
"2020-09-04";"H7";"-0.6864"
"2020-09-04";"H8";"-0.6857"
"2020-09-04";"H1";"-0.70667"
"2020-09-04";"H2";"-0.7075"
"2020-09-04";"H3";"-0.705"
"2020-09-04";"H4";"-0.7186"
"2020-09-04";"H5";"-0.71"
"2020-09-07";"H0";"-0.70597"
"2020-09-07";"H6";"-0.7047"
"2020-09-07";"H7";"-0.6875"
"2020-09-07";"H8";"-0.6857"
"2020-09-07";"H1";"-0.70471"
"2020-09-07";"H2";"-0.70725"
"2020-09-07";"H3";"-0.705"
"2020-09-07";"H4";"-0.7"
"2020-09-07";"H5";"-0.71"
"2020-09-08";"H0";"-0.70606"
"2020-09-08";"H6";"-0.7047"
"2020-09-08";"H7";"-0.688"
"2020-09-08";"H8";"-0.6856"
"2020-09-08";"H1";"-0.7058"
"2020-09-08";"H2";"-0.70868"
"2020-09-08";"H3";"-0.71125"
"2020-09-08";"H4";"-0.71244"
"2020-09-08";"H5";"-0.71"
"2020-09-09";"H0";"-0.70611"
"2020-09-09";"H6";"-0.7047"
"2020-09-09";"H7";"-0.6885"
"2020-09-09";"H8";"-0.6856"
"2020-09-09";"H1";"-0.70673"
"2020-09-09";"H2";"-0.71047"
"2020-09-09";"H3";"-0.70833"
"2020-09-09";"H4";"-0.7125"
"2020-09-09";"H5";"-0.70667"
"2020-09-10";"H0";"-0.70794"
"2020-09-10";"H6";"-0.7049"
"2020-09-10";"H7";"-0.6891"
"2020-09-10";"H8";"-0.6856"
"2020-09-10";"H1";"-0.70541"
"2020-09-10";"H2";"-0.7055"
"2020-09-10";"H3";"-0.71069"
"2020-09-10";"H4";"-0.71622"
"2020-09-10";"H5";"-0.70667"
"2020-09-11";"H0";"-0.70824"
"2020-09-11";"H6";"-0.7053"
"2020-09-11";"H7";"-0.69"
"2020-09-11";"H8";"-0.6858"
"2020-09-11";"H1";"-0.70845"
"2020-09-11";"H2";"-0.70788"
"2020-09-11";"H3";"-0.70521"
"2020-09-11";"H4";"-0.715"
"2020-09-11";"H5";"-0.70667"
"2020-09-14";"H0";"-0.7081"
"2020-09-14";"H6";"-0.7054"
"2020-09-14";"H7";"-0.6912"
"2020-09-14";"H8";"-0.6858"
"2020-09-14";"H1";"-0.70782"
"2020-09-14";"H2";"-0.70527"
"2020-09-14";"H3";"-0.705"
"2020-09-14";"H4";"-0.715"
"2020-09-14";"H5";"-0.70667"
"2020-09-15";"H0";"-0.70833"
"2020-09-15";"H6";"-0.7054"
"2020-09-15";"H7";"-0.6918"
"2020-09-15";"H8";"-0.6857"
"2020-09-15";"H1";"-0.7077"
"2020-09-15";"H2";"-0.70969"
"2020-09-15";"H3";"-0.722"
"2020-09-15";"H4";"-0.71509"
"2020-09-15";"H5";"-0.71167"
"2020-09-16";"H0";"-0.70917"
"2020-09-16";"H6";"-0.7056"
"2020-09-16";"H7";"-0.6923"
"2020-09-16";"H8";"-0.6857"
"2020-09-16";"H1";"-0.70642"
"2020-09-16";"H2";"-0.71016"
"2020-09-16";"H3";"-0.71"
"2020-09-16";"H4";"-0.71828"
"2020-09-16";"H5";"-0.71167"
"2020-09-17";"H0";"-0.70987"
"2020-09-17";"H6";"-0.7058"
"2020-09-17";"H7";"-0.6928"
"2020-09-17";"H8";"-0.6857"
"2020-09-17";"H1";"-0.70859"
"2020-09-17";"H2";"-0.71286"
"2020-09-17";"H3";"-0.71"
"2020-09-17";"H4";"-0.71792"
"2020-09-17";"H5";"-0.71167"
"2020-09-18";"H0";"-0.70978"
"2020-09-18";"H6";"-0.7063"
"2020-09-18";"H7";"-0.6937"
"2020-09-18";"H8";"-0.6859"
"2020-09-18";"H1";"-0.70905"
"2020-09-18";"H2";"-0.71008"
"2020-09-18";"H3";"-0.71027"
"2020-09-18";"H4";"-0.71353"
"2020-09-18";"H5";"-0.71167"
"2020-09-21";"H0";"-0.71113"
"2020-09-21";"H6";"-0.7065"
"2020-09-21";"H7";"-0.695"
"2020-09-21";"H8";"-0.6859"
"2020-09-21";"H1";"-0.71201"
"2020-09-21";"H2";"-0.71079"
"2020-09-21";"H3";"-0.705"
"2020-09-21";"H4";"-0.72023"
"2020-09-21";"H5";"-0.71167"
"2020-09-22";"H0";"-0.71037"
"2020-09-22";"H6";"-0.7066"
"2020-09-22";"H7";"-0.6956"
"2020-09-22";"H8";"-0.6858"
"2020-09-22";"H1";"-0.71068"
"2020-09-22";"H2";"-0.70643"
"2020-09-22";"H3";"-0.71"
"2020-09-22";"H4";"-0.72027"
"2020-09-22";"H5";"-0.71167"
"2020-09-23";"H0";"-0.71047"
"2020-09-23";"H6";"-0.7071"
"2020-09-23";"H7";"-0.696"
"2020-09-23";"H8";"-0.6858"
"2020-09-23";"H1";"-0.71217"
"2020-09-23";"H2";"-0.71089"
"2020-09-23";"H3";"-0.71"
"2020-09-23";"H4";"-0.72104"
"2020-09-23";"H5";"-0.71167"
"2020-09-24";"H0";"-0.71171"
"2020-09-24";"H6";"-0.7074"
"2020-09-24";"H7";"-0.6965"
"2020-09-24";"H8";"-0.6859"
"2020-09-24";"H1";"-0.71151"
"2020-09-24";"H2";"-0.71161"
"2020-09-24";"H3";"-0.71"
"2020-09-24";"H4";"-0.7225"
"2020-09-24";"H5";"-0.71167"
"2020-09-25";"H0";"-0.71137"
"2020-09-25";"H6";"-0.7079"
"2020-09-25";"H7";"-0.6973"
"2020-09-25";"H8";"-0.6862"
"2020-09-25";"H1";"-0.71149"
"2020-09-25";"H2";"-0.70646"
"2020-09-25";"H3";"-0.71"
"2020-09-25";"H4";"-0.7225"
"2020-09-25";"H5";"-0.71167"
"2020-09-28";"H0";"-0.71198"
"2020-09-28";"H6";"-0.7081"
"2020-09-28";"H7";"-0.6983"
"2020-09-28";"H8";"-0.6863"
"2020-09-28";"H1";"-0.71328"
"2020-09-28";"H2";"-0.70894"
"2020-09-28";"H3";"-0.71"
"2020-09-28";"H4";"-0.72146"
"2020-09-28";"H5";"-0.7"
"2020-09-29";"H0";"-0.71526"
"2020-09-29";"H6";"-0.7086"
"2020-09-29";"H7";"-0.6989"
"2020-09-29";"H8";"-0.6863"
"2020-09-29";"H1";"-0.71065"
"2020-09-29";"H2";"-0.71333"
"2020-09-29";"H3";"-0.71775"
"2020-09-29";"H4";"-0.72087"
"2020-09-29";"H5";"-0.7"
"2020-09-30";"H0";"-0.71371"
"2020-09-30";"H6";"-0.7088"
"2020-09-30";"H7";"-0.6994"
"2020-09-30";"H8";"-0.6867"
"2020-09-30";"H1";"-0.70908"
"2020-09-30";"H2";"-0.71412"
"2020-09-30";"H3";"-0.71"
"2020-09-30";"H4";"-0.71722"
"2020-09-30";"H5";"-0.7"
"2020-10-01";"H0";"-0.71508"
"2020-10-01";"H6";"-0.7092"
"2020-10-01";"H7";"-0.7"
"2020-10-01";"H8";"-0.6868"
"2020-10-01";"H1";"-0.71571"
"2020-10-01";"H2";"-0.70854"
"2020-10-01";"H3";"-0.71987"
"2020-10-01";"H4";"-0.72254"
"2020-10-01";"H5";"-0.7"
"2020-10-02";"H0";"-0.71467"
"2020-10-02";"H6";"-0.7097"
"2020-10-02";"H7";"-0.7008"
"2020-10-02";"H8";"-0.6871"
"2020-10-02";"H1";"-0.71429"
"2020-10-02";"H2";"-0.71125"
"2020-10-02";"H3";"-0.71714"
"2020-10-02";"H4";"-0.71972"
"2020-10-02";"H5";"-0.7"
"2020-10-05";"H0";"-0.71578"
"2020-10-05";"H6";"-0.71"
"2020-10-05";"H7";"-0.702"
"2020-10-05";"H8";"-0.6872"
"2020-10-05";"H1";"-0.71207"
"2020-10-05";"H2";"-0.715"
"2020-10-05";"H3";"-0.71"
"2020-10-05";"H4";"-0.72099"
"2020-10-05";"H5";"-0.7"
"2020-10-06";"H0";"-0.71357"
"2020-10-06";"H6";"-0.7106"
"2020-10-06";"H7";"-0.7024"
"2020-10-06";"H8";"-0.6872"
"2020-10-06";"H1";"-0.71301"
"2020-10-06";"H2";"-0.715"
"2020-10-06";"H3";"-0.71"
"2020-10-06";"H4";"-0.72"
"2020-10-06";"H5";"-0.7"
"2020-10-07";"H0";"-0.7156"
"2020-10-07";"H6";"-0.7109"
"2020-10-07";"H7";"-0.7029"
"2020-10-07";"H8";"-0.6873"
"2020-10-07";"H1";"-0.71287"
"2020-10-07";"H2";"0"
"2020-10-07";"H3";"-0.71"
"2020-10-07";"H4";"-0.76"
"2020-10-07";"H5";"-0.7"
"2020-10-08";"H0";"-0.71544"
"2020-10-08";"H6";"-0.7112"
"2020-10-08";"H7";"-0.7033"
"2020-10-08";"H8";"-0.6873"
"2020-10-08";"H1";"-0.71513"
"2020-10-08";"H2";"-0.71893"
"2020-10-08";"H3";"-0.71"
"2020-10-08";"H4";"-0.71929"
"2020-10-08";"H5";"-0.7"
"2020-10-09";"H0";"-0.71514"
"2020-10-09";"H6";"-0.7117"
"2020-10-09";"H7";"-0.7039"
"2020-10-09";"H8";"-0.6875"
"2020-10-09";"H1";"-0.71167"
"2020-10-09";"H2";"-0.71"
"2020-10-09";"H3";"-0.71"
"2020-10-09";"H4";"-0.71872"
"2020-10-09";"H5";"-0.7"
"2020-10-12";"H0";"-0.71682"
"2020-10-12";"H6";"-0.712"
"2020-10-12";"H7";"-0.7048"
"2020-10-12";"H8";"-0.6874"
"2020-10-12";"H1";"-0.71266"
"2020-10-12";"H2";"-0.715"
"2020-10-12";"H3";"-0.71"
"2020-10-12";"H4";"-0.72061"
"2020-10-12";"H5";"-0.7"
"2020-10-13";"H0";"-0.71699"
"2020-10-13";"H6";"-0.7125"
"2020-10-13";"H7";"-0.7052"
"2020-10-13";"H8";"-0.6874"
"2020-10-13";"H1";"-0.71054"
"2020-10-13";"H2";"-0.715"
"2020-10-13";"H3";"-0.71"
"2020-10-13";"H4";"-0.71769"
"2020-10-13";"H5";"-0.7"
"2020-10-14";"H0";"-0.7163"
"2020-10-14";"H6";"-0.7128"
"2020-10-14";"H7";"-0.7055"
"2020-10-14";"H8";"-0.6874"
"2020-10-14";"H1";"-0.71083"
"2020-10-14";"H2";"0"
"2020-10-14";"H3";"-0.71476"
"2020-10-14";"H4";"-0.71875"
"2020-10-14";"H5";"-0.7"
"2020-10-15";"H0";"-0.71719"
"2020-10-15";"H6";"-0.7131"
"2020-10-15";"H7";"-0.7058"
"2020-10-15";"H8";"-0.6875"
"2020-10-15";"H1";"-0.71135"
"2020-10-15";"H2";"-0.71857"
"2020-10-15";"H3";"-0.71807"
"2020-10-15";"H4";"-0.71719"
"2020-10-15";"H5";"-0.7"
"2020-10-16";"H0";"-0.71725"
"2020-10-16";"H6";"-0.7136"
"2020-10-16";"H7";"-0.7063"
"2020-10-16";"H8";"-0.6877"
"2020-10-16";"H1";"-0.71442"
"2020-10-16";"H2";"-0.71857"
"2020-10-16";"H3";"-0.71"
"2020-10-16";"H4";"-0.71903"
"2020-10-16";"H5";"-0.7"
"2020-10-19";"H0";"-0.71738"
"2020-10-19";"H6";"-0.7138"
"2020-10-19";"H7";"-0.7069"
"2020-10-19";"H8";"-0.6876"
"2020-10-19";"H1";"-0.71481"
"2020-10-19";"H2";"-0.71108"
"2020-10-19";"H3";"-0.7187"
"2020-10-19";"H4";"-0.71912"
"2020-10-19";"H5";"-0.71"
"2020-10-20";"H0";"-0.71709"
"2020-10-20";"H6";"-0.7144"
"2020-10-20";"H7";"-0.7072"
"2020-10-20";"H8";"-0.6876"
"2020-10-20";"H1";"-0.7138"
"2020-10-20";"H2";"-0.72"
"2020-10-20";"H3";"-0.71909"
"2020-10-20";"H4";"-0.71429"
"2020-10-20";"H5";"-0.72"
"2020-10-21";"H0";"-0.71789"
"2020-10-21";"H6";"-0.7146"
"2020-10-21";"H7";"-0.7075"
"2020-10-21";"H8";"-0.6876"
"2020-10-21";"H1";"-0.71695"
"2020-10-21";"H2";"0"
"2020-10-21";"H3";"-0.71"
"2020-10-21";"H4";"-0.72"
"2020-10-21";"H5";"-0.72"
"2020-10-22";"H0";"-0.71762"
"2020-10-22";"H6";"-0.7148"
"2020-10-22";"H7";"-0.7078"
"2020-10-22";"H8";"-0.6876"
"2020-10-22";"H1";"-0.71609"
"2020-10-22";"H2";"-0.71947"
"2020-10-22";"H3";"-0.71811"
"2020-10-22";"H4";"-0.72154"
"2020-10-22";"H5";"-0.67"
"2020-10-23";"H0";"-0.71792"
"2020-10-23";"H6";"-0.7152"
"2020-10-23";"H7";"-0.7081"
"2020-10-23";"H8";"-0.6879"
"2020-10-23";"H1";"-0.71543"
"2020-10-23";"H2";"-0.71947"
"2020-10-23";"H3";"-0.71"
"2020-10-23";"H4";"-0.72"
"2020-10-23";"H5";"-0.67"
"2020-10-26";"H0";"-0.71725"
"2020-10-26";"H6";"-0.7154"
"2020-10-26";"H7";"-0.7086"
"2020-10-26";"H8";"-0.6877"
"2020-10-26";"H1";"-0.71466"
"2020-10-26";"H2";"-0.71667"
"2020-10-26";"H3";"-0.66"
"2020-10-26";"H4";"-0.72211"
"2020-10-26";"H5";"-0.67"
"2020-10-27";"H0";"-0.71774"
"2020-10-27";"H6";"-0.7159"
"2020-10-27";"H7";"-0.7088"
"2020-10-27";"H8";"-0.6878"
"2020-10-27";"H1";"-0.71138"
"2020-10-27";"H2";"-0.715"
"2020-10-27";"H3";"-0.71536"
"2020-10-27";"H4";"-0.72211"
"2020-10-27";"H5";"-0.67"
"2020-10-28";"H0";"-0.71722"
"2020-10-28";"H6";"-0.7161"
"2020-10-28";"H7";"-0.7089"
"2020-10-28";"H8";"-0.6878"
"2020-10-28";"H1";"-0.71591"
"2020-10-28";"H2";"-0.71606"
"2020-10-28";"H3";"-0.71323"
"2020-10-28";"H4";"-0.71296"
"2020-10-28";"H5";"-0.67"
"2020-10-29";"H0";"-0.71754"
"2020-10-29";"H6";"-0.7162"
"2020-10-29";"H7";"-0.7092"
"2020-10-29";"H8";"-0.6877"
"2020-10-29";"H1";"-0.71431"
"2020-10-29";"H2";"-0.71842"
"2020-10-29";"H3";"-0.71"
"2020-10-29";"H4";"-0.72698"
"2020-10-29";"H5";"-0.73"
"2020-10-30";"H0";"-0.71804"
"2020-10-30";"H6";"-0.7164"
"2020-10-30";"H7";"-0.7096"
"2020-10-30";"H8";"-0.6879"
"2020-10-30";"H1";"-0.71417"
"2020-10-30";"H2";"-0.71833"
"2020-10-30";"H3";"-0.71"
"2020-10-30";"H4";"-0.72"
"2020-10-30";"H5";"-0.73"
"2020-11-02";"H0";"-0.71751"
"2020-11-02";"H6";"-0.7165"
"2020-11-02";"H7";"-0.7097"
"2020-11-02";"H8";"-0.688"
"2020-11-02";"H1";"-0.71722"
"2020-11-02";"H2";"-0.7155"
"2020-11-02";"H3";"-0.71854"
"2020-11-02";"H4";"-0.72734"
"2020-11-02";"H5";"-0.73"
"2020-11-03";"H0";"-0.71769"
"2020-11-03";"H6";"-0.7165"
"2020-11-03";"H7";"-0.7098"
"2020-11-03";"H8";"-0.688"
"2020-11-03";"H1";"-0.71756"
"2020-11-03";"H2";"-0.71376"
"2020-11-03";"H3";"-0.71455"
"2020-11-03";"H4";"-0.72377"
"2020-11-03";"H5";"-0.8"
"2020-11-04";"H0";"-0.71731"
"2020-11-04";"H6";"-0.7167"
"2020-11-04";"H7";"-0.71"
"2020-11-04";"H8";"-0.6881"
"2020-11-04";"H1";"-0.71422"
"2020-11-04";"H2";"-0.71837"
"2020-11-04";"H3";"-0.71"
"2020-11-04";"H4";"-0.72899"
"2020-11-04";"H5";"-0.8"
"2020-11-05";"H0";"-0.7172"
"2020-11-05";"H6";"-0.7168"
"2020-11-05";"H7";"-0.7101"
"2020-11-05";"H8";"-0.6881"
"2020-11-05";"H1";"-0.71482"
"2020-11-05";"H2";"-0.71875"
"2020-11-05";"H3";"-0.71423"
"2020-11-05";"H4";"-0.72933"
"2020-11-05";"H5";"-0.8"
"2020-11-06";"H0";"-0.71943"
"2020-11-06";"H6";"-0.7171"
"2020-11-06";"H7";"-0.7105"
"2020-11-06";"H8";"-0.6883"
"2020-11-06";"H1";"-0.71658"
"2020-11-06";"H2";"-0.715"
"2020-11-06";"H3";"-0.71"
"2020-11-06";"H4";"-0.72469"
"2020-11-06";"H5";"-0.8"
"2020-11-09";"H0";"-0.71836"
"2020-11-09";"H6";"-0.7172"
"2020-11-09";"H7";"-0.7108"
"2020-11-09";"H8";"-0.6882"
"2020-11-09";"H1";"-0.71712"
"2020-11-09";"H2";"-0.7182"
"2020-11-09";"H3";"-0.72078"
"2020-11-09";"H4";"-0.72145"
"2020-11-09";"H5";"-0.8"
"2020-11-10";"H0";"-0.72024"
"2020-11-10";"H6";"-0.7173"
"2020-11-10";"H7";"-0.7109"
"2020-11-10";"H8";"-0.6883"
"2020-11-10";"H1";"-0.71593"
"2020-11-10";"H2";"-0.71945"
"2020-11-10";"H3";"-0.72057"
"2020-11-10";"H4";"-0.72012"
"2020-11-10";"H5";"-0.8"
"2020-11-11";"H0";"-0.72079"
"2020-11-11";"H6";"-0.7177"
"2020-11-11";"H7";"-0.7111"
"2020-11-11";"H8";"-0.6883"
"2020-11-11";"H1";"-0.71507"
"2020-11-11";"H2";"-0.61383"
"2020-11-11";"H3";"-0.72057"
"2020-11-11";"H4";"-0.72913"
"2020-11-11";"H5";"-0.7"
"2020-11-12";"H0";"-0.72071"
"2020-11-12";"H6";"-0.7178"
"2020-11-12";"H7";"-0.7113"
"2020-11-12";"H8";"-0.6883"
"2020-11-12";"H1";"-0.71699"
"2020-11-12";"H2";"-0.71761"
"2020-11-12";"H3";"-0.7187"
"2020-11-12";"H4";"-0.7247"
"2020-11-12";"H5";"-0.7"
"2020-11-13";"H0";"-0.72079"
"2020-11-13";"H6";"-0.7181"
"2020-11-13";"H7";"-0.7116"
"2020-11-13";"H8";"-0.6886"
"2020-11-13";"H1";"-0.71642"
"2020-11-13";"H2";"-0.71761"
"2020-11-13";"H3";"-0.71"
"2020-11-13";"H4";"-0.72"
"2020-11-13";"H5";"-0.7"
"2020-11-16";"H0";"-0.72024"
"2020-11-16";"H6";"-0.7182"
"2020-11-16";"H7";"-0.712"
"2020-11-16";"H8";"-0.6885"
"2020-11-16";"H1";"-0.71856"
"2020-11-16";"H2";"-0.71821"
"2020-11-16";"H3";"-0.71946"
"2020-11-16";"H4";"-0.73222"
"2020-11-16";"H5";"-0.7"
"2020-11-17";"H0";"-0.72079"
"2020-11-17";"H6";"-0.7183"
"2020-11-17";"H7";"-0.7121"
"2020-11-17";"H8";"-0.6885"
"2020-11-17";"H1";"-0.71613"
"2020-11-17";"H2";"-0.71597"
"2020-11-17";"H3";"-0.71714"
"2020-11-17";"H4";"-0.72"
"2020-11-17";"H5";"-0.7"
"2020-11-18";"H0";"-0.72119"
"2020-11-18";"H6";"-0.7185"
"2020-11-18";"H7";"-0.7123"
"2020-11-18";"H8";"-0.6885"
"2020-11-18";"H1";"-0.71722"
"2020-11-18";"H2";"-0.71741"
"2020-11-18";"H3";"-0.715"
"2020-11-18";"H4";"-0.72304"
"2020-11-18";"H5";"-0.7"
"2020-11-19";"H0";"-0.72082"
"2020-11-19";"H6";"-0.7186"
"2020-11-19";"H7";"-0.7125"
"2020-11-19";"H8";"-0.6886"
"2020-11-19";"H1";"-0.71828"
"2020-11-19";"H2";"-0.71992"
"2020-11-19";"H3";"-0.72"
"2020-11-19";"H4";"-0.72187"
"2020-11-19";"H5";"-0.7"
"2020-11-20";"H0";"-0.72097"
"2020-11-20";"H6";"-0.7189"
"2020-11-20";"H7";"-0.7129"
"2020-11-20";"H8";"-0.6888"
"2020-11-20";"H1";"-0.71945"
"2020-11-20";"H2";"-0.71992"
"2020-11-20";"H3";"-0.72"
"2020-11-20";"H4";"-0.725"
"2020-11-20";"H5";"-0.7"
"2020-11-23";"H0";"-0.72116"
"2020-11-23";"H6";"-0.719"
"2020-11-23";"H7";"-0.7133"
"2020-11-23";"H8";"-0.6887"
"2020-11-23";"H1";"-0.71894"
"2020-11-23";"H2";"-0.71833"
"2020-11-23";"H3";"-0.72117"
"2020-11-23";"H4";"-0.72519"
"2020-11-23";"H5";"-0.7"
"2020-11-24";"H0";"-0.72059"
"2020-11-24";"H6";"-0.719"
"2020-11-24";"H7";"-0.7135"
"2020-11-24";"H8";"-0.6887"
"2020-11-24";"H1";"-0.71814"
"2020-11-24";"H2";"-0.71667"
"2020-11-24";"H3";"-0.72"
"2020-11-24";"H4";"-0.72917"
"2020-11-24";"H5";"-0.7"
"2020-11-25";"H0";"-0.7209"
"2020-11-25";"H6";"-0.7192"
"2020-11-25";"H7";"-0.7137"
"2020-11-25";"H8";"-0.6888"
"2020-11-25";"H1";"-0.71937"
"2020-11-25";"H2";"0"
"2020-11-25";"H3";"-0.72"
"2020-11-25";"H4";"-0.72917"
"2020-11-25";"H5";"-0.7"
"2020-11-26";"H0";"-0.72052"
"2020-11-26";"H6";"-0.7193"
"2020-11-26";"H7";"-0.7138"
"2020-11-26";"H8";"-0.6888"
"2020-11-26";"H1";"-0.71911"
"2020-11-26";"H2";"-0.71936"
"2020-11-26";"H3";"-0.71964"
"2020-11-26";"H4";"-0.7254"
"2020-11-26";"H5";"-0.7"
"2020-11-27";"H0";"-0.7212"
"2020-11-27";"H6";"-0.7197"
"2020-11-27";"H7";"-0.7144"
"2020-11-27";"H8";"-0.689"
"2020-11-27";"H1";"-0.71896"
"2020-11-27";"H2";"-0.71936"
"2020-11-27";"H3";"-0.72"
"2020-11-27";"H4";"-0.725"
"2020-11-27";"H5";"-0.7"
"2020-11-30";"H0";"-0.72109"
"2020-11-30";"H6";"-0.72"
"2020-11-30";"H7";"-0.7146"
"2020-11-30";"H8";"-0.689"
"2020-11-30";"H1";"-0.71909"
"2020-11-30";"H2";"-0.72"
"2020-11-30";"H3";"-0.72417"
"2020-11-30";"H4";"-0.73262"
"2020-11-30";"H5";"-0.7"
"2020-12-01";"H0";"-0.72145"
"2020-12-01";"H6";"-0.72"
"2020-12-01";"H7";"-0.7148"
"2020-12-01";"H8";"-0.6891"
"2020-12-01";"H1";"-0.71561"
"2020-12-01";"H2";"-0.72278"
"2020-12-01";"H3";"-0.73772"
"2020-12-01";"H4";"-0.7345"
"2020-12-01";"H5";"-0.7"
